Wall time,Step,Value
1742645575.3130283,62300000,472398.125
1742645598.9137187,62400000,1187212.75
1742645628.7736173,62500000,997170.5625
1742645652.6145833,62600000,1503729.5
1742645676.4926019,62700000,2778829.5
1742645706.231635,62800000,847863.1875
1742645729.3977046,62900000,597610.375
1742645759.1714277,63000000,1045091.0625
1742645782.4513829,63100000,711791.5625
1742645806.0640123,63200000,941603.0
1742645837.108015,63300000,1849885.125
1742645861.6050072,63400000,4475233.5
1742645893.0409892,63500000,4741783.0
1742645917.5073907,63600000,7002107.0
1742645941.9660907,63700000,7283073.0
1742645973.2008083,63800000,7379528.0
1742645997.7825487,63900000,6250978.0
1742646028.6740704,64000000,6711156.5
1742646052.7240727,64100000,4597275.0
1742646077.0603702,64200000,4599226.5
1742646108.913855,64300000,8918515.0
1742646133.4510772,64400000,6664620.5
1742646165.1931026,64500000,7946094.0
1742646189.812178,64600000,9384061.0
1742646214.6588948,64700000,9868713.0
1742646245.663703,64800000,9645642.0
1742646270.5255623,64900000,10126682.0
1742646300.241712,65000000,4562257.0
1742646324.6042,65100000,8930130.0
1742646349.1410582,65200000,12457443.0
1742646379.655107,65300000,10861452.0
1742646404.2444565,65400000,13801574.0
1742646435.070809,65500000,14274917.0
1742646459.847252,65600000,13350714.0
1742646484.2420983,65700000,12955677.0
1742646514.6087701,65800000,13375415.0
1742646539.3382032,65900000,14874856.0
1742646570.0397289,66000000,13788189.0
1742646594.4303148,66100000,12171963.0
1742646618.5714421,66200000,11519210.0
1742646648.9906228,66300000,7816369.5
1742646672.608643,66400000,8683257.0
1742646703.5376422,66500000,12733342.0
1742646727.812673,66600000,16213229.0
1742646751.8538861,66700000,11282160.0
1742646782.1686535,66800000,12330100.0
1742646805.178376,66900000,5324904.5
1742646835.1471453,67000000,7920306.5
1742646857.442129,67100000,1588988.5
1742646881.7437356,67200000,17127598.0
1742646912.7956238,67300000,20794052.0
1742646937.0094485,67400000,18176010.0
1742646968.2903047,67500000,18444636.0
1742646992.6012495,67600000,19393972.0
1742647016.8237205,67700000,16827872.0
1742647047.521662,67800000,14864700.0
1742647071.8431938,67900000,14500844.0
1742647102.7362146,68000000,15547315.0
1742647127.453856,68100000,19644792.0
1742647151.7346172,68200000,19791692.0
1742647183.422857,68300000,21159906.0
1742647207.4915586,68400000,18652184.0
1742647238.2709029,68500000,16595311.0
1742647262.636337,68600000,19525654.0
1742647286.9442995,68700000,18870780.0
1742647318.0517466,68800000,22253908.0
1742647342.251018,68900000,16683415.0
1742647373.2646198,69000000,25092580.0
1742647397.3039334,69100000,21395446.0
1742647421.0022259,69200000,15053805.0
1742647451.982364,69300000,18684990.0
1742647476.3806448,69400000,21282676.0
1742647507.618004,69500000,23930962.0
1742647531.6713293,69600000,22246824.0
1742647555.8750453,69700000,19674548.0
1742647586.5876014,69800000,18206418.0
1742647610.7397017,69900000,22194838.0
1742647640.9968657,70000000,17886812.0
1742647664.9665723,70100000,12551733.0
1742647689.2587476,70200000,18938258.0
1742647720.6947837,70300000,25127270.0
