Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.043999999999777,10.554251960497682,1.9697581105863136,0.04728806698022128,106.49415347054199,0.4099132340467059
