Controller,Short Controller Description,Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score,Username
SAC,Swing-up with an RL Policy learned with SAC.,1/1,1.56,3.71,4.45,0.866,15.81,0.568,pendulum
