Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.5640000000000012,18.122676797119283,13.693209498319433,0.8680337889071149,136.38275585973955,0.25134003330803834
