Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.446000000000001,19.42529671831579,3.22037683380082,0.09690809960266926,253.5897782605523,0.31647694369974344
