time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_con1,tau_con2
1.562,3.43471263105972,5.45292370755227,-1.29308147238788,3.6681921159066,0,1.5888524055481
1.564,3.43206663971636,5.46037795516438,-1.35307031397435,3.78638393219285,0,0.804085731506348
1.566,3.42934695927963,5.46797215352703,-1.36668096474343,3.80797051719321,0,-0.161686539649963
1.568,3.42665812273586,5.47548866372504,-1.32211146070722,3.70847376638838,0,3.11854004859924
1.57,3.42385890978694,5.48322175920183,-1.47746116200701,4.02533648337756,0,1.06745362281799
1.572,3.42087245496269,5.4913313405207,-1.50910832670488,4.0844865165404,0,1.03333592414856
1.574,3.41782411414714,5.49955630746379,-1.53934601733274,4.14072012082252,0,1.06238663196564
1.576,3.41471280853481,5.5078989432511,-1.57208035894781,4.20216964782792,0,1.04711651802063
1.578,3.41153625548374,5.5163640328925,-1.60459493759237,4.26317709081349,0,2.06721353530884
1.58,3.40822987232575,5.52508601336969,-1.70205907540016,4.45935103400357,0,1.37789785861969
1.582,3.40477047967818,5.53411301468341,-1.75751626266506,4.56802659543892,0,1.19113624095917
1.584,3.40121094768483,5.54333492386094,-1.80217680102886,4.65421703648519,0,-0.058840811252594
1.586,3.39764119513961,5.5525646397117,-1.76755260465081,4.57547215381244,0,1.57001078128815
1.588,3.39403578679797,5.5618552272053,-1.83807873937597,4.7155715424078,0,1.64272844791412
1.59,3.39028324847816,5.57143860917906,-1.91470320697519,4.86830796285956,0,1.21716678142548
1.592,3.38640380572997,5.58127261467141,-1.96492406048305,4.9660793923482,0,1.21038198471069
1.594,3.38242324920469,5.59130354899216,-2.01582179695905,5.06524669298929,0,1.31295680999756
1.596,3.37833294558539,5.60154934092209,-2.07469451401532,5.18098355701419,0,1.1846923828125
1.598,3.37413217649814,5.61201144574582,-2.12627223705125,5.28153036150686,0,2.1573920249939
1.6,3.36976157473621,5.62281325708373,-2.24470648606738,5.52104567811932,0,0.380909442901611
1.602,3.36527231839922,5.63384823962574,-2.2446191277904,5.51409254655668,0,1.06856226921082
1.604,3.36073581266886,5.64496796140697,-2.29208262206968,5.6060362965353,0,-0.106301605701447
1.606,3.35618412120166,5.65610583440596,-2.25959513878794,5.53182748954062,0,-0.132864713668823
1.608,3.35169932585953,5.6670914117768,-2.22518404123452,5.45373545379816,0,0.555760860443115
1.61,3.34723530126385,5.67802076974991,-2.23894842681196,5.47585420409341,0,0.778063535690308
1.612,3.34272743904384,5.68902829656361,-2.26906399162885,5.53198842856447,0,1.16710305213928
1.614,3.33813083502824,5.70020734805458,-2.32776451506535,5.64752687383495,0,1.16511285305023
1.616,3.33341561273158,5.71161998953761,-2.38768821530465,5.76559064816182,0,2.08162784576416
1.618,3.32851313743266,5.72340875906419,-2.51519912798134,6.02401768719636,0,1.3722562789917
1.62,3.32340462308109,5.73561254178435,-2.59360443496769,6.18035967198738,0,1.46020412445068
1.622,3.31813111196363,5.74814597354295,-2.68022192109485,6.35371934729545,0,2.31966209411621
1.624,3.31261907122545,5.76116167324782,-2.83232180768531,6.66300421772336,0,0.641003847122192
1.626,3.306924597113,5.77454297985442,-2.86231808094091,6.7186517922835,0,2.1075427532196
1.628,3.30105918110226,5.78826596952513,-3.00357950517736,7.00532073317399,0,-0.048430562019348
1.63,3.29507131951043,5.80222986953566,-2.98430990189564,6.95865235316906,0,-1.07292354106903
1.632,3.28919990590342,5.81593879650895,-2.8869225017236,6.7499277977143,0,-0.664563775062561
1.634,3.28349296587105,5.82929334300285,-2.81992902954058,6.60445736680001,0,1.64603531360626
1.636,3.27774172720853,5.84272711461905,-2.93168305296361,6.83007998834786,0,1.18570864200592
1.638,3.27180061676255,5.85654226970724,-3.00971551284778,6.98567008297493,0,-0.342667102813721
1.64,3.26582178053311,5.87042301325875,-2.96910555628728,6.8950588381768,0,-1.17246985435486
1.642,3.25998990806749,5.8839862139155,-2.86259928292925,6.66782021799074,0,1.20286107063293
1.644,3.25418276848914,5.89748574874961,-2.94482356663538,6.83229929431382,0,-0.070124566555023
1.646,3.24831160209149,5.91110587582867,-2.92639177978325,6.78794115484561,0,0.742510557174683
1.648,3.24241137205912,5.92477412869444,-2.97403728308665,6.88072694091139,0,0.409910082817078
1.65,3.23644169048273,5.93857436433116,-2.99578480150753,6.91980610282272,0,1.13687992095947
1.652,3.23036819812404,5.95257790828381,-3.07797777712062,7.08429657082112,0,-2.0953369140625
1.654,3.22439476268861,5.96636191483092,-2.89517758766968,6.69915971336687,0,0.040924549102783
1.656,3.21861169557407,5.97973927432189,-2.88797236330283,6.67838017012284,0,-0.81325501203537
1.658,3.21291364059013,5.99292869876347,-2.81003838011667,6.51096834590618,0,2.44877767562866
1.66,3.20709874649693,6.00634895530028,-3.00530225649545,6.91020131371679,0,0.455001592636108
1.662,3.20105835034759,6.02022537470226,-3.03524463355957,6.96653518307685,0,1.13407909870148
1.664,3.19489975024486,6.03433542423287,-3.12360460397434,7.1440300004411,0,-0.077545940876007
1.666,3.188665888069,6.04859007639503,-3.11033388167528,7.1107889429577,0,0.603829026222229
1.668,3.18239993909899,6.06289986273304,-3.15578469381727,7.19935237598219,0,0.020317435264587
1.67,3.17609210729033,6.07728515938097,-3.15214087231855,7.18614593593991,0,-0.769743323326111
1.672,3.16985902124088,6.09150422210982,-3.08094837113318,7.03293521435411,0,-0.478531122207642
1.674,3.16374311097687,6.10546919802929,-3.03500666049322,6.93214275062257,0,-1.59127116203308
1.676,3.15781530932342,6.11903314737316,-2.89273817308704,6.63170307424942,0,-0.9770667552948
1.678,3.15211891067948,6.13210645545589,-2.80367656131011,6.44164834590585,0,-0.88054358959198
1.68,3.14659209641657,6.14481741413109,-2.7231719692441,6.26939003985933,0,-1.84409523010254
1.682,3.14131033401601,6.15700967986072,-2.55856708022032,5.92283877504277,0,-0.275073647499084
1.684,3.13622037439266,6.16879375952033,-2.53148158474728,5.86143045880591,0,-0.982394814491272
1.686,3.13124615611401,6.18032741595492,-2.44278964266191,5.67234249215376,0,-2.0256085395813
1.688,3.12654074594907,6.19129341492244,-2.26263187358395,5.29368882401618,0,-1.52457535266876
1.69,3.12215142457254,6.20159383758157,-2.12673401881955,5.00683277648644,0,-0.584127008914948
1.692,3.11795068612893,6.21149308195833,-2.0740880869623,4.89258916981086,0,-0.978205800056458
1.694,3.11388951834348,6.22109280590241,-1.98715408399467,4.707293461621,0,-1.97428166866303
1.696,3.11008976229807,6.23014049387516,-1.81265556564949,4.34051115707324,0,-0.323469042778015
1.698,3.10649273676132,6.23875784608072,-1.7844605474344,4.27703185106716,0,-0.191092789173126
1.7,3.10293984810539,6.24727365714621,-1.76852138559978,4.23897530440301,0,-0.733364224433899
1.702,3.09946626172894,6.25561506639002,-1.70515144765329,4.10261616417376,0,-0.775938630104065
1.704,3.09612266389005,6.26367704087752,-1.63853288652036,3.95954045502342,0,-1.71284651756287
1.706,3.09299473209697,6.27128201450898,-1.48947902839082,3.64560231280699,0,-1.3389664888382
1.708,3.09013132388554,6.27832874606737,-1.37400980876718,3.40129918493319,0,-0.979630053043366
1.71,3.08746655536987,6.2849538398784,-1.29083828800709,3.22396228548644,0,-0.327660739421844
1.712,3.08490992719848,6.29134492403279,-1.26586799677298,3.16728644159756,0,-0.524300932884216
1.714,3.08242018212795,6.29758755212934,-1.22395481934556,3.07550536316983,0,-0.312810838222504
1.716,3.07999507701724,6.30368640479413,-1.20122632423556,3.02350745720701,0,-1.01491808891296
1.718,3.07767711621089,6.30955340461994,-1.11681270720222,2.84365676147167,0,-0.150799453258514
1.72,3.07545105507813,6.31522018082817,-1.10931924148964,2.82326889444475,0,-0.507176518440247
1.722,3.07327108292798,6.32078172494366,-1.07072576451332,2.73842863039449,0,-0.65352737903595
1.724,3.07118080619925,6.32614767363145,-1.01962344208158,2.62767257537933,0,-0.870199203491211
1.726,3.06921145859752,6.33125330922685,-0.949796260637705,2.47811462772759,0,-0.281891524791718
1.728,3.06732934743232,6.3361685014324,-0.932378748921115,2.43721258860768,0,-0.132725536823273
1.73,3.06546851243362,6.34103001234912,-0.928517841374418,2.42442875270009,0,-0.419379770755768
1.732,3.06364034278984,6.34581426490542,-0.899716191546176,2.3599597001323,0,-0.495291650295258
1.734,3.06187609320272,6.35045649939873,-0.864597252926882,2.28240950958005,0,-0.265831649303436
1.736,3.06016145779633,6.35498640014958,-0.850097618063574,2.24761710085167,0,-0.89887946844101
1.738,3.0585312901852,6.35933174571641,-0.780136274829965,2.09786775135324,0,-0.659340023994446
1.74,3.05701954211796,6.36342218022666,-0.731671341692923,1.99269249105499,0,-0.278758406639099
1.742,3.05557084295328,6.36737251374038,-0.717080155744639,1.95775230426077,0,-0.75865626335144
1.744,3.0541932721242,6.37116602868895,-0.66054797988099,1.8358836572923,0,-1.17641234397888
1.746,3.05296519777112,6.37464029494166,-0.567584884284926,1.63850575327403,0,-1.23187959194183
1.748,3.05192759120825,6.37771040222912,-0.470074286097298,1.43171269034255,0,-0.377400517463684
1.75,3.05100955864837,6.38052334230542,-0.447996273926165,1.38130956393897,0,-0.261939167976379
1.752,3.05012530692426,6.38325700493159,-0.436290979691325,1.35243027500757,0,-0.027101933956146
1.754,3.04924361838052,6.38597614830964,-0.445430034817659,1.36678423615585,0,-0.188839435577393
1.756,3.04835766256994,6.38869497683634,-0.440560280850292,1.35211934933227,0,-1.23565435409546
1.758,3.04757315068607,6.39119438599653,-0.343995623841924,1.14738329599216,0,-0.893064439296722
1.76,3.04695144984464,6.39334718959608,-0.277739285687774,1.00549393446177,0,-0.695358812808991
1.762,3.04644471989628,6.39525259874367,-0.229018634287833,0.89997667384882,0,-0.314241647720337
1.764,3.0460018403179,6.3970166318713,-0.213883193684123,0.864106644528346,0,-0.170567035675049
1.766,3.04557650132122,6.39873534059632,-0.211476137332838,0.854648472946159,0,-1.27810180187225
1.768,3.04525294762666,6.4002341263379,-0.112103650514548,0.644194326979871,0,-1.01773321628571
1.77,3.04510517802056,6.40135962300493,-0.03568311256067,0.481341597233249,0,-0.272713005542755
1.772,3.04504486987595,6.40229497657635,-0.024634772230222,0.454036936441144,0,0.186485052108765
1.774,3.0449663672079,6.40325927793131,-0.053875606248579,0.510285638377022,0,-0.083577632904053
1.776,3.04485299186853,6.40428716336927,-0.059509848238365,0.517625540337469,0,-0.764617919921875
1.778,3.04478793731132,6.4052062209804,-0.005556954301994,0.401461457645873,0,-0.648433864116669
1.78,3.04482054818529,6.40591420444789,0.038159722331708,0.306543147228605,0,-0.836524069309235
1.782,3.04495702058516,6.40639831988433,0.098307750484227,0.177586832992984,0,-0.505364537239075
1.784,3.04518477175374,6.40668470583381,0.129442676446946,0.10880553687133,0,-0.963417291641235
1.786,3.0455148992919,6.40675041262758,0.200687280702929,-0.043099150636659,0,-0.093290209770203
1.788,3.04591135295269,6.40667023436081,0.195771554410363,-0.037084212850818,0,-0.85966944694519
1.79,3.04636511124721,6.40646293778181,0.25799412680091,-0.170222722199871,0,-0.401488840579987
1.792,3.04690324660207,6.40607246076062,0.28015118078929,-0.220269358110693,0,-0.30941903591156
1.794,3.04747769585757,6.40559850947649,0.294309114140082,-0.253699109318147,0,-0.404641926288605
1.796,3.04808886906825,6.40504030194405,0.316876612625218,-0.304528709564593,0,0.300417542457581
1.798,3.04868349786423,6.40450833820312,0.27776261750075,-0.227450469086828,0,-0.369729995727539
1.8,3.04925866153319,6.40400874518989,0.297412486775477,-0.272160743349046,0,-0.615245699882507
1.802,3.04989470545149,6.40337502585624,0.338645606488589,-0.361582567849489,0,0.365226864814758
