Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.5640000000000012,23.94993129107065,15.886171298378883,0.8327091392467236,162.14174373772454,0.21370485006723527
