Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.9640000000000007,9.2606156594301,2.7130443672617393,0.030047660277812673,96.56281860287173,0.5240572210461301
