time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_con1,tau_con2
5.899999999999572253e+00,3.095298957582968580e+00,1.165877137842065703e-01,8.940470326708728488e-02,-2.242450468663425567e-01,0.000000000000000000e+00,-1.023012326388954563e-01
5.901999999999572033e+00,3.095477407706776152e+00,1.161401116553999052e-01,8.905138717368382695e-02,-2.233695319487979114e-01,0.000000000000000000e+00,-1.019106657065425026e-01
5.903999999999571813e+00,3.095655152710089286e+00,1.156942569388242081e-01,8.869956002399911887e-02,-2.224975872816020717e-01,0.000000000000000000e+00,-1.015215995285849715e-01
5.905999999999571592e+00,3.095832195563475331e+00,1.152501425102675642e-01,8.834921458426821250e-02,-2.216291967548895958e-01,0.000000000000000000e+00,-1.011340282481807407e-01
5.907999999999571372e+00,3.096008539223078504e+00,1.148077612776495920e-01,8.800034366499899507e-02,-2.207643443463184751e-01,0.000000000000000000e+00,-1.007479460322198150e-01
5.909999999999571152e+00,3.096184186630707824e+00,1.143671061808470141e-01,8.765294012063727658e-02,-2.199030141204900424e-01,0.000000000000000000e+00,-1.003633470701252861e-01
5.911999999999570932e+00,3.096359140713925928e+00,1.139281701915205308e-01,8.730699684913865999e-02,-2.190451902281737584e-01,0.000000000000000000e+00,-9.998022557635266594e-02
5.913999999999570711e+00,3.096533404386134336e+00,1.134909463129427920e-01,8.696250679177140730e-02,-2.181908569060096448e-01,0.000000000000000000e+00,-9.959857578667730138e-02
5.915999999999570491e+00,3.096706980546660049e+00,1.130554275798276026e-01,8.661946293260543162e-02,-2.173399984755584879e-01,0.000000000000000000e+00,-9.921839196214676804e-02
5.917999999999570271e+00,3.096879872080842144e+00,1.126216070581602946e-01,8.627785829835962761e-02,-2.164925993430932005e-01,0.000000000000000000e+00,-9.883966838546598410e-02
5.919999999999570051e+00,3.097052081860114381e+00,1.121894778450291535e-01,8.593768595794383514e-02,-2.156486439987557457e-01,0.000000000000000000e+00,-9.846239936365464018e-02
5.921999999999569830e+00,3.097223612742091792e+00,1.117590330684579830e-01,8.559893902224534334e-02,-2.148081170162198239e-01,0.000000000000000000e+00,-9.808657922586583311e-02
5.923999999999569610e+00,3.097394467570652399e+00,1.113302658872398210e-01,8.526161064373563581e-02,-2.139710030519790529e-01,0.000000000000000000e+00,-9.771220232366673031e-02
